tag|num|kind|label|loc|start
OAP|59|Definition||first.tex:2201|Given an OUS~$V$, its \Define{unit interval}~$ [0,1]_V \equiv \{v\in V~;~ 0\leq v\leq 1\}$ is a convex effect algebra
OAP|60|Lemma|lem:completenessousemod|first.tex:2213|Let $V$ be an order unit space. It is directed complete if and only if it is \Define{bounded directed complete}; that is if every
OAP|61|Lemma|boundeddircomplisarchous|first.tex:2235|A bounded $\omega$-complete OUS is Archimedean. \end{lemma}
OAP|62|Theorem|prop:convextotalisation|first.tex:2249|Let $M$ be a convex effect algebra. Then there exists an order unit space $V$ such that $M\cong [0,1]_V$~\cite{gudder1998representation}. \e
OAP|63|Proposition|prop:multiplicationisbilinear|first.tex:2334|Let $M$ be an $\omega$-complete convex effect monoid. Then the multiplication is ``bilinear'': $\lambda(a\cdot b) = (\lambda a)\cdot b = a\c
OAP|64|Theorem|prop:yosida|first.tex:2465|Let~$V$ be a norm-complete lattice-ordered Archimedean OUS. Denote by $\Phi$ the \Define{Yosida spectrum} of~$V$: the compact Hausdorff spac
OAP|65|Remark||first.tex:2474|In fact the category of compact Hausdorff spaces with continuous maps between them is dually equivalent to the category of lattice-ordered n
OAP|66|Theorem|thm:convexextremallydisconnected|first.tex:2489|Let $M$ be a convex $\omega$-complete effect monoid. Then $M \cong [0,1]_{C(X)}$ for some basically disconnected Hausdorff space~$X$.
OAP|67|Remark||first.tex:2551|% The previous theorem can also be proven using Kadison's representation Theorem~\cite{kadison1951representation}, which states that any nor
OAP|68|Theorem|thm:omega-complete-classification|first.tex:2567|Let $M$ be an $\omega$-complete effect monoid. Then there exists a basically disconnected compact Hausdorff space $X$, and an $\omega$-compl
OAP|69|Theorem|mainthmdirectedcomplete|first.tex:2582|Let $M$ be a directed-complete effect monoid. Then there exists an extremally-disconnected compact Hausdorff space $X$, and an complete Bool
OAP|70|Corollary||first.tex:2592|Let $M$ be an $\omega$-complete effect monoid. Then $M$ is commutative. \end{corollary}
OAP|71|Theorem|thm:no-zero-divisors|first.tex:2599|Let $M$ be an $\omega$-complete effect monoid with no non-trivial zero divisors. Then either $M=\{0\}$, $M=\{0,1\}$ or $M\cong [0,1]$.
OAP|72|Remark||first.tex:2645|In~\cite{kentathesis} it is shown that any $\omega$-effectus satisfying a natural property called \emph{normalisation} (basically, that any 
OAP|73|Remark||first.tex:2654|As noted in Example~\ref{ex:CX}, the unit interval of any partially ordered ring where the sum and product of positive elements is again pos
