tag|num|kind|label|loc|start
SIG|37|Proposition|prop:separation-faithful|main.tex:1051|A $\sigma$-effectus $\catC$ is predicate-separated if and only if the morphism of $\sigma$-effectuses $\Pred\colon \catC\to \sEMod[M]^{\opp}
SIG|38|Definition||main.tex:1088|A ($\sigma$-)effectus admits \Define{normalization} if for each nonzero substate $\omega\colon I\to A$, there exists a unique state
SIG|39|Proposition|prop:state-sep-equiv-substate-sep|main.tex:1097|A ($\sigma$-)effectus with normalization is state-separated if and only if it is substate-separated.
SIG|40|Theorem|thm:normalisation-equiv|main.tex:1112|Let $\catC$ be a $\sigma$-effectus. The following are equivalent.
SIG|41|Theorem|thm:effect-monoid-char|main.tex:1159|{effectmonoids}}] Let $M$ be an $\omega$-complete effect monoid. Then $M$ embeds into $M_1\oplus M_2$, where $M_1$ is an $\omega$-complete B
SIG|42|Corollary||main.tex:1172|The scalars of a $\sigma$-effectus are commutative. \qed \end{corollary}
SIG|43|Theorem|thm:no-zero-divisors|main.tex:1186|{effectmonoids}}] Let $M$ be an $\omega$-complete effect monoid with no non-trivial zero divisors. Then either $M=\{0\}$, $M=\{0,1\}$ or $M=
SIG|44|Theorem||main.tex:1196|A $\sigma$-effectus $\catC$ admits normalization if and only if the effect monoid $\catC(I,I)$ of scalars is isomorphic to $\set{0}$, $\set{
SIG|45|Proposition||main.tex:1210|Let $\catC$ be an effectus where the scalars $\catC(I,I)$ are isomorphic to $\set{0}$. Then $\catC$ is equivalent to the trivial category wi
SIG|46|Example||main.tex:1245|Let $\sEA$ be the category of $\sigma$-effect algebras and $\sigma$-additive maps. We have $\sEA\cong \sEMod[\set{0,1}]$,
SIG|47|Proposition|prop:equiv-pfn-wmod|main.tex:1313|We have an equivalence of categories $\sWMod[\{0,1\}]\overset\simeq\to\Pfn$. The functor is also a morphism of $\sigma$-effectuses.
SIG|48|Theorem||main.tex:1354|Let $\catC$ be a substate-separated $\sigma$-effectus with $\catC(I,I)\cong\set{0,1}$. Then there is a faithful morphism of $\sigma$-effectu
SIG|49|Proposition|prop:powerset-functor|main.tex:1386|The contravariant powerset functor is a faithful morphism of $\sigma$-effectuses $\Pow:\Pfn\rightarrow \omegaBA^\opp$, where $\Pow(f)(S)= \s
SIG|50|Theorem||main.tex:1401|Let $\catC$ be a substate-separated $\sigma$-effectus with scalars $\{0,1\}$. Then there is a faithful morphism of $\sigma$-effectuses $G\co
SIG|aux|Example||main.tex:1439|(inside a hidden Auxproof; unnumbered in print)
SIG|51|Definition||main.tex:1479|Let $A$ be an ordered vector space (with positive cone $A_+$). An \Define{order unit} of $A$
SIG|52|Proposition|prop:OVSu-equiv-EMod|main.tex:1506|{JacobsMF2016}}] The functor $\OVSu\to\EMod[[0,1]]$ that sends $(A,u)$ to $[0,u]_A$ is an equivalence of categories.
SIG|53|Definition||main.tex:1513|An \Define{order-unit space} is an ordered vector space $A$ with order unit $u$
SIG|54|Definition||main.tex:1531|An ordered vector space $A$ is \Define{monotone $\sigma$-complete} if every ascending sequence $a_0\le a_1\le \dotsb$
SIG|55|Proposition|prop:sBOUS-equiv-sEMod|main.tex:1551|There is an equivalence of categories $\sBOUS\simeq\sEMod[[0,1]]$. \end{proposition}
SIG|56|Theorem|thm:convex-effectus-embedding|main.tex:1560|Let $\catC$ be a predicate-separated $\sigma$-effectus with scalars $\catC(I,I)\cong [0,1]$. Then there is a faithful morphism of $\sigma$-e
SIG|57|Definition||main.tex:1569|An \Define{ordered vector space with trace}\footnote{% It is called a \emph{base ordered linear space} in \cite{Pumpluen2002}
SIG|58|Proposition|prop:OVSt-equiv-CWMod|main.tex:1605|The functor $\sBase\colon \OVSt\to\CWMod[[0,1]]$ is an equivalence of categories.
SIG|59|Proposition|prop:sBBNS-equiv-sCWMod|main.tex:1650|There is an equivalence of categories $\sBBNS\simeq\sCWMod[[0,1]]$. \end{proposition}
SIG|60|Theorem|thm:convex-effectus-embedding-2|main.tex:1659|Let $\catC$ be a state-separated $\sigma$-effectus with scalars $[0,1]$ such that substates $\sSt(A)$ are cancellative. Then there is a fait
SIG|61|Remark||main.tex:1667|Cancellativity of the substates follows when the effectus is predicate-separated, and hence any state- and predicate-separated $\sigma$-effe
SIG|aux|Lemma||main.tex:1868|(inside a hidden Auxproof; unnumbered in print)
SIG|aux|Lemma||main.tex:1939|(inside a hidden Auxproof; unnumbered in print)
SIG|62|Lemma|lem:charact-sigma-effectus|main.tex:2024|Let $\catC$ be a category with a distinguished object $I$ and
SIG|63|Proposition|prop:sEMod-sigma-effectus|main.tex:2093|Let $M$ be a $\sigma$-effect monoid. Then the opposite category $\sEMod[M]^{\opp}$ is a $\sigma$-effectus.
SIG|64|Proposition|prop:pred-functor-sigma-effectus|main.tex:2303|Let $\catC$ be an effectus with scalars $M=\catC(I,I)$. Then the assignment $A\mapsto \Pred(A)$
SIG|65|Proposition|prop:sWMod-sigma-effectus|main.tex:2328|Let $M$ be an $\sigma$-effect monoid. Then the category $\sWMod[M]$ is a $\sigma$-effectus.
SIG|66|Lemma|lem:decomposition-bijection|main.tex:2738|Let $\catC$ be a $\sigma$-effectus, and $\coprod_{\lambda\in\Lambda} B_{\lambda}$
SIG|67|Proposition|prop:sst-functor-sigma-effectus|main.tex:2806|Let $\catC$ be an $\sigma$-effectus with scalars $M=\catC(I,I)$. Then the assignment $A\mapsto \sSt(A)$
SIG|68|Lemma|lem:emod-bigvee-commute|main.tex:3036|Let $E$ be an $\omega$-complete effect $[0,1]$-module. For each ascending sequence $(a_n)_{n\in\N}$
SIG|69|Lemma|lem:monotone-sigma-complete-iff-omega-complete|main.tex:3072|An ordered vector space $A$ with order unit $u$ is monotone $\sigma$-complete
SIG|70|Lemma|lem:monotone-sigma-complete-iff-omega-complete-morphism|main.tex:3123|Let $f\colon A\to B$ be a subunital positive linear map between monotone $\sigma$-complete
SIG|71|Lemma|lem:monotone-sigma-complete-bous|main.tex:3162|{Wright1972}}] Every monotone $\sigma$-complete ordered vector space with order unit
SIG|72|Lemma|lem:omega-complete-emod-is-sigma-emod|main.tex:3170|Every $\omega$-complete effect $[0,1]$-module is a $\sigma$-effect $[0,1]$-module.
SIG|73|Lemma|lem:bbns-if-subbase-sigma-wmod|main.tex:3318|Let $V$ be an ordered vector space with trace $\tau$. Assume that the subbase $\sBase(V)$
