DISP|lean_name|module|stmt|proof|note
181IV|cotupl_pcm_one, cotupl_pcm_ea_iso|Theses/B/Eff/Effectus.lean|ok|faithful|The unnumbered tail of cotupl-pcm: [1,1] = 1 for maps into I (cotupl_pcm_one, proved from 181II as the thesis does), and "the cotupling map is an effect algebra isomorphism Pred X x Pred Y ~= Pred (X+Y)" (cotupl_pcm_ea_iso). The latter is stated as: there exists an EAHom phi with phi(p,q) = [p,q] that is bijective. A bijective EA-morphism need not have an EA-morphism inverse in general, so "isomorphism" is literally rendered as "bijective morphism"; the missing reflection of perp is however exactly the "only if" half of cotupl_pcm_1, stated in the same file, so nothing is lost in the file as a whole.|repaired 2026-09-05, hint convention: the UNSURE of sample-2026-09-05b, resolved with no grade change. The perp-reflection that a bijective EAHom lacks -- PCMHom.perp_map being one-directional -- IS in the adjacent row: cotupl_pcm_1 (Effectus.lean:513, rowed at 181IV.1 immediately above) is an iff, Perp [f,g] [f',g'] iff Perp f f' and Perp g g', whose "only if" half is exactly the reflection, and the inverse of the cotupling map is r -> (kappa1 after r, kappa2 after r). So the pair of rows together renders eff.tex:1014-1016's effect algebra isomorphism Pred X x Pred Y = Pred (X+Y), and stmt stays ok under the rule that a row grades the point and not the declaration in isolation.
181VII|coprod_prod, effPair, effPair_spec, effPair_eq_ovee, coprod_prod_converse|Theses/B/Eff/Effectus.lean|ok|faithful|Proposition coprod-prod (eff.tex:1066). All parts present: the bijective correspondence as coprod_prod (exists-unique p with p after pproj1 = f, p after pproj2 = g, under 1 after f perp 1 after g), the formula pair(f,g) = (kappa1 after f) ovee (kappa2 after g) as effPair_eq_ovee, and the converse's orthogonality as coprod_prod_converse. TWO CAVEATS. (i) The doc comment carrying **181VII** sits on the private helper map_pproj1 (Effectus.lean:467), whose content is coprod.map k l >> pproj1 = [k,0]; the actual transcription, coprod_prod at line 538, carries no doc comment and hence no DISP. This is the A/VN/Basic 48V pattern: the tagged declaration is not the right one. (ii) The converse's equation h = pair(pproj1 after h, pproj2 after h) is not stated for a general effectus (only the perp is); it is one line from coprod_prod's uniqueness and is in fact used inline in Quotients.lean's img_tupling_sharp and stated for Tot D as tpair_eta.
181VII|tp_jm|Theses/B/Eff/Effectus.lean|ok|route|Proposition coprod-prod (eff.tex:1066) instantiated at the CHOSEN coproduct of Tot D (Effectus.lean:948): the partial projections ▷₁ = [id,0] and ▷₂ = [0,id] of (X ⨿ Y : Tot D) are jointly monic, which is the uniqueness half of the correspondence. stmt = ok, and not for this declaration's own sake: the point is stated for an arbitrary effectus in partial form by coprod_prod (Effectus.lean:635, tagged) and pproj_jm (Effectus.lean:804, untagged), which is the row above. proof = route: eff.tex identifies the coproduct of Tot D with that of D silently -- 181X-181XIV write X+Y for both -- whereas tp_jm transports pproj_jm along the comparison isomorphism totCoprodIso. The thesis's own argument for joint monicity is run once, inside coprod_prod, and is not re-run here.|LEFT-ENCODING, re-derived 2026-09-03 from source. tp_jm (Effectus.lean:954) conjugates pproj_jm (810) -- which carries the thesis's joint-monicity argument -- by totCoprodIso, and eff.tex does the same thing: it proves coprod-prod once at the coproduct of the partial-form category and re-uses it at Tot C without re-proving (eff.tex:1231 forms the pairing for total maps, 1247 says "using coprod-prod"). THE RECORDED REMEDY IS WRONG AND IS STRUCK: pinning the section binders to totHasFiniteCoproducts (848) would NOT remove the transport, because Mathlib's HasColimit is a Prop (Mathlib/CategoryTheory/Limits/HasLimits.lean:96), so (X + Y : Tot D) is a Classical.choice out of a Nonempty and is never defeq to Tot.of (X.base + Y.base) whatever instance is supplied. Re-running the argument at the chosen coproduct is impossible, not merely costly; only restating Bridge and Axioms away from the coproduct notation would do it, i.e. a statement change.
181VII|tpair|Theses/B/Eff/Effectus.lean|ok|route|The pairing ⟨f,g⟩ of coprod-prod at the chosen coproduct of Tot D (Effectus.lean:960), defined as effPair f g h ≫ totCoprodIso.inv. The point's two specifying equations ▷₁ ∘ ⟨f,g⟩ = f and ▷₂ ∘ ⟨f,g⟩ = g are tpair_tp₁ (964) and tpair_tp₂ (971), both untagged, and the Proposition's closing "h = ⟨▷₁ ∘ h, ▷₂ ∘ h⟩" is tpair_eta (987), also untagged. The thesis's explicit formula ⟨f,g⟩ = (κ₁ ∘ f) ⋁ (κ₂ ∘ g) is carried for D by effPair_eq_ovee (657) and is NOT restated at Tot D -- it is only reachable through the transport, which is the route divergence. Nothing of 181VII rests on this row: the point itself is the coprod_prod row above.|LEFT-ENCODING, re-derived 2026-09-03. tpair (Effectus.lean:966) is effPair composed after totCoprodIso.inv.1; tpair_tp1 (970), tpair_tp2 (977) and tpair_eta (993) push effPair_spec through the same iso. So the thesis's computation (eff.tex:1095-1102) is run once, at the coproduct of D inside coprod_prod, and re-used -- which is what eff.tex does too. Same impossibility as the tp_jm row above: HasColimit is a Prop, so no instance choice makes (X + Y : Tot D).base a coproduct of D on the nose, and the old "pin the instance" remedy is struck. Still no tpair_eq_ovee: the explicit formula is stated only at D (effPair_eq_ovee, 657), and writing it at Tot D would run through the same transport, so it would restate the formula without removing the divergence. Load-bearing as code: consumed by tot_isPullback_plus (1062), tot_isPullback_kappa (1116), truth_decomp (1156) and the ParTotEquiv section (2363-2405).
181VII|tp_perp|Theses/B/Eff/Effectus.lean|ok|route|The converse clause of coprod-prod at Tot D (Effectus.lean:980): 1 ∘ ▷₁ ∘ h ⊥ 1 ∘ ▷₂ ∘ h for every h : Z ⟶ (X ⨿ Y : Tot D).base. Obtained from coprod_prod_converse in D by transport along totCoprodIso, as for tp_jm, so the same route verdict and the same reason.|LEFT-ENCODING, re-derived 2026-09-03. tp_perp (Effectus.lean:986) is coprod_prod_converse (667) at p composed after totCoprodIso.hom.1, re-associated. The thesis's converse argument (eff.tex:1124-1128: 1 after pproj1 = [1,0] and 1 after pproj2 = [0,1], then PCM-enrichment) is run once inside coprod_prod_converse off FinPAC.compatible_sum, and cannot be re-run at (X + Y : Tot D) because compatible_sum and coprod.map are stated at D's coproduct. Same impossibility as the tp_jm row: Mathlib's HasColimit is a Prop, so the chosen coproduct is a Classical.choice and no instance supplies a defeq identification; the earlier "pin the instance to totHasFiniteCoproducts" remedy is struck.
181IX.1|eff_prod_rules_1|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise eff-prod-rules clause 1 (eff.tex:1137; solution bsols.tex:1666). The Lean now runs the solution's own derivation of the orthogonality: 1 after a after f <= 1 after f perp 1 after g >= 1 after b after g (le_truth, le_comp_left, eabasics_le_perp_compat), then perp_of_one_perp; and then the solution's computation [a,b] after ((kappa1 after f) ovee (kappa2 after g)) = (a after f) ovee (b after g). Clauses 3 and 4 consume this clause, as bsols does.|repaired 2026-09-03: the printed route needed only the downward compatibility of perp with <= (eabasics_le_perp_compat, EffectAlgebras.lean:852) applied once on each side, replacing the old local shortcut of postcomposing the bound kappa1-f perp kappa2-g with [a,b]. +8 lines, compile exit 0, no warnings.
181IX.2|eff_prod_rules_2, tpair_truth, truth_decomp|Theses/B/Eff/Effectus.lean|ok|mild|Exercise eff-prod-rules clause 2 (eff.tex:1137; solution bsols.tex:1675). eff_prod_rules_2 (Effectus.lean:703) now derives it as bsols does, from clause 1 at a = b = 1 together with [1,1] = 1 (181IV, cotupl_pcm_one); the old unfolding to the ovee form is gone. What keeps the row mild is the other two names: tpair_truth (998) and truth_decomp (1156) are the same identity transported to Tot D along totCoprodIso, which is the encoding deviation of the 181VII rows above and not a deviation of this point.|left-encoding, re-derived 2026-09-04. eff_prod_rules_2 itself is bsols's two-step derivation and is not the reason the row is mild; the reason is the other two names, tpair_truth (Effectus.lean:999) and truth_decomp (:1157), which state the same identity for a coproduct of Tot D and reach it by transporting along totCoprodIso. That transport cannot be removed while the statements stand. HasFiniteCoproducts is a hypothesis of the section and Mathlib's HasBinaryCoproduct is Prop-valued (Nonempty (ColimitCocone ...)), so (X + Y : Tot D) is a Classical.choice and is never Tot.of (X.base + Y.base) on the nose, however the instance is supplied; the iso totCoprodIso is the only bridge, and the thesis, working inside one category with its own coproducts, has nothing to transport. Removing it would mean restating tpair_truth and truth_decomp about Tot.of (X.base + Y.base), i.e. a statement change.
181IX.3|eff_prod_rules_3|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise eff-prod-rules clause 3. REPAIRED session 95: now follows bsols.tex:1679 - (k+l) after pair(f,g) is rewritten as the cotuple [kappa1 k, kappa2 l] after pair(f,g), clause 1 turns that into (kappa1 k f) ovee (kappa2 l g), and effPair_eq_ovee identifies it with pair(k f, l g). The previous proof verified the two partial projections and appealed to uniqueness of the pairing, which left clause 1 out of the derivation; it is the thesis's own ingredient.
181IX.4|eff_prod_rules_4|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise eff-prod-rules clause 4. REPAIRED session 95: now follows bsols.tex:1688 - pair(f,g) after k is unfolded to ((kappa1 f) ovee (kappa2 g)) after k and PCM-enrichment (ovee_comp_left, the finPAC axiom ovee_comp) distributes k over the ovee, giving pair(f k, g k). The previous proof verified the two partial projections and appealed to uniqueness of the pairing.
181XI|tot_effectusTotalForm, eff_partial_to_total|Theses/B/Eff/Effectus.lean|ok|faithful|Theorem eff-partial-to-total (eff.tex:1165). tot_effectusTotalForm alone takes [HasFiniteCoproducts (Tot D)] [HasTerminal (Tot D)] in binder position, i.e. it ASSUMES clause 1 of 180I, which 181XII/181XIII prove; but the file also proves totHasFiniteCoproducts and totHasTerminal (untagged) and eff_partial_to_total bundles all three, so the point is fully rendered in the neighbourhood. Proof is the thesis's points 120-160. 2026-09-04 forward-ref pass: tot_effectusTotalForm cites tot_isPullback_plus, tot_isPullback_kappa and tot_jointlyMonic_cotuples, tagged 181XIV, 181XV and 181XVI. ALLOWED, indeed required: those three points (1810.140, 150, 160) are nested inside point 1810.110 and are its own printed proof, together with 120 and 130. No text outside the printed proof of 181XI is used. FWD-REF 2026-09-04 w3: tot_effectusTotalForm (181XI) cites tot_isPullback_plus (1810.140), tot_isPullback_kappa (1810.150), tot_jointlyMonic_cotuples (1810.160); ALLOWED -- all three are the untagged proof sub-points of 181XI's own printed proof, assembled here as its structure fields. No proof change.
181XII|isTotal_desc, isTotal_initial, totIsInitial, totBinaryCofan, totHasFiniteCoproducts|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1176 (the first proof point of 181XI): total maps are closed under identity and composition (Tot.category), coprojections are total (181II), 1 after [f,g] = [1 after f, 1 after g] = [1,1] = 1 so Tot C has binary coproducts, and ! : 0 to X is total so Tot C has an initial object. Every step is rendered.
181XIII|one_m_is_id, comp_truth_effObj, isTotal_truth, totIsTerminal, truth_terminal_isIso|Theses/B/Eff/Effectus.lean|ok|mild|eff.tex:1181 (one-m-is-id): id_I = 1, and I is final in Tot C. one_m_is_id (Effectus.lean:777) runs the printed argument -- 1 = id ovee orth(id), postcompose with 1, the zero-one axiom gives orth(id) after 1 = 0, hence orth(id) = 0 and 1 = id -- in exactly the order berr.tex:72 prescribes, its erratum one-m-is-id reading "the stated equality 1 = 1 after 1 isn't established yet, but also irrelevant for the proof". Following the thesis as its own errata correct it is not a deviation, so that is NOT why this row is mild. comp_truth_effObj (791), isTotal_truth (795) and totIsTerminal (818) are the printed finality argument step for step. What remains is truth_terminal_isIso (1044), which bridges an arbitrary chosen terminal of Tot D to Tot.of I and has no counterpart in the text.|left-encoding, re-derived 2026-09-04, and the erratum half of the old verdict is re-confirmed as NOT a deviation. berr.tex:72 (erratum one-m-is-id) is real and reads 'the stated equality 1 = 1 after 1 isn't established yet, but also irrelevant for the proof'; one_m_is_id (Effectus.lean:778) runs the corrected order - 1 = id ovee orth(id), postcompose with 1, zero-one axiom, orth(id) = 0, 1 = id - which is faithfulness to the thesis as its own errata correct it, so this row is NOT left-thesis. comp_truth_effObj (:792), isTotal_truth (:796) and totIsTerminal (:818) are eff.tex:1188-1192 step for step. What is left is truth_terminal_isIso (:1045), which has no counterpart in the text, and it is forced by the encoding: Mathlib's HasTerminal is Prop-valued and is a HYPOTHESIS of the section here, so the chosen top of Tot D is a Classical.choice and is never Tot.of I on the nose - IsTerminal.hasTerminal would not help, since limit F goes through Classical.choice of the Nonempty field. DO NOT restore the printed order of one_m_is_id.
181XIV|tot_isPullback_plus|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1206: the left square of the effectus axioms is a pullback in Tot D. The proof follows the thesis: decompose f = pair(alpha,a) and g = pair(b,beta) by coprod-prod, use eff-prod-rules to get a^perp = 1 after alpha and 1 after beta = a, form pair(alpha,beta), check totality and both legs, and get uniqueness from joint monicity of the partial projections.
181XV|tot_isPullback_kappa|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1246: the right square is a pullback in Tot D. Follows the thesis: pair(1 after alpha, 1 after beta) = kappa1 after 1 = pair(1,0) forces alpha total and beta = 0, so pair(alpha,beta) = kappa1 after alpha.
181XVI|tot_jointlyMonic_cotuples, tot_snd_coord_eq|Theses/B/Eff/Effectus.lean|ok|mild|eff.tex:1269: [k1,k2,k2] and [k2,k1,k2] are jointly monic in Tot D. tot_jointlyMonic_cotuples (Effectus.lean:1185) runs the thesis's argument: a_i from pproj1 after m1 (L1), b_i from pproj1 after m2 (L2), then c_i = (a_i ovee b_i)^perp via tot_snd_coord_eq (1166) and the uniqueness of the orthosupplement. The single deviation is bookkeeping: the last step cancels the mono truth (top (Tot D)).base using truth_terminal_isIso, which has no counterpart in the text.|left-encoding, re-derived 2026-09-04 against eff.tex:1269-1287 and tot_jointlyMonic_cotuples at Effectus.lean:1186. The body is the thesis's: a_i from pproj1 after m1 (L1), b_i from pproj1 after m2 (L2), the first two coordinates by tp_jm, then c_i = (a_i ovee b_i)^perp by tot_snd_coord_eq (:1167) and uniqueness of the orthosupplement. The one deviation is the last line, which cancels the mono truth (top (Tot D)).base using truth_terminal_isIso: the thesis has Y = I, so its 1 : I -> I is the identity by 181XIII and nothing needs cancelling, whereas here Y is the chosen terminal of Tot D, whose base is only isomorphic to the effect object. Forced by the same encoding as the 181XIII row: HasTerminal is a Prop-valued hypothesis, so top (Tot D) is a Classical.choice. Only restating the theorem away from the terminal-object notation would remove it, i.e. a statement change.
183II|exc_jointly_monic_pullback|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise exc-jointly-monic-pullback (eff.tex:1336). REPAIRED 2026-09-04 (was mathlib, closed by Mathlib's IsPullback.hom_ext): the proof now transcribes bsols.tex:1697 itself. Given h1, h2 with m1 after h1 = m1 after h2 and m2 after h1 = m2 after h2, it forms the cone (f after m1) after h1 = (g after m2) after h2, takes the mediating map through h.isLimit, and applies the UNIQUENESS clause of the limit (IsLimit.uniq, on the three legs of the cospan) twice to get h1 = h = h2. 24 new lines; no Mathlib lemma now stands in for the author's step. The lemma is live: it supplies the joint-monicity hypothesis of pullback_lemma_2 at six call sites (185I twice, 186IV, 184II) and is used inside pullback_lemma_1.
183III.1|pullback_lemma_1|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise pullback-lemma clause 1, pasting (eff.tex:1347). REPAIRED 2026-09-04 (was mathlib, closed by Mathlib's IsPullback.paste_horiz): the proof now transcribes bsols.tex:1709. Existence: lift alpha and f' after beta through the right square to get gamma, then gamma and beta through the left square to get delta. Uniqueness: from delta after f after g = delta' after f after g and delta after k = delta' after k, joint monicity of (g,l) gives delta after f = delta' after f and joint monicity of (f,k) gives delta = delta', both instances of 183II applied to an inner square exactly as the solution argues. 30 new lines. Dead-limb check unchanged: pullback_lemma_1 has no consumer in Theses/, and neither does clause 1 in the thesis, which applies the pullback lemma only in the cancellation direction (clause 2, eff.tex:1495).
183III.2|pullback_lemma_2|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise pullback-lemma clause 2, in the thesis's stronger form (outer square a pullback plus g and l jointly monic, not the textbook hypothesis that the right square is a pullback; remark 183IV notes the difference and the doc comment records it). Lean also carries the two commutation hypotheses that the thesis's "commuting diagram" supplies. Proof follows bsols.tex.
184II|joint_monicity_stable|Theses/B/Eff/Effectus.lean|ok|faithful|Lemma joint-monicity-stable (eff.tex:1401). Same diagram, same four joint-monicity hypotheses, same conclusion for (n1 after h1, n2 after h2); the proof runs the thesis's two chains and then peels off h1, h2, alpha in the same order.
185I|tot_pullbacks_left, tot_pullbacks_right|Theses/B/Eff/Effectus.lean|ok|faithful|Proposition tot-pullbacks (eff.tex:1458). Both squares are rendered. The proof reproduces the thesis's 2x2 pasting diagram: square (4) and rectangle (2,4) are axioms, so (2) and (3) are pullbacks by 183III.2, and the left rectangle (1,3) then gives (1); the right square is the one-row pasting of the kappa1 axiom square.
186I|Par.hat|Theses/B/Eff/Effectus.lean|ok|none|Definition (eff.tex:1524): f-hat = kappa1 after f, the Kleisli embedding C to Par C.
