DISP|lean_name|module|stmt|proof|note|status
OAP 1|EAEmbedding.injective|Papers/OAP/Basic.lean|ok|route|"an embedding is automatically injective". No proof printed.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 1|oap1_isIso_iff|Papers/OAP/Basic.lean|ok|route|"an isomorphism is the same as a surjective embedding". No proof printed; ours builds the inverse by surjInv and gets orthogonality from order reflection via x perp y iff x <= y^perp.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 2|oap2_false_as_printed|Papers/OAP/Basic.lean|differs|route|FALSE AS PRINTED: with x perp y iff x meet y = 0 the uniqueness of complements fails; refuted in the orthomodular lattice MO2 (atoms a,b have a meet b = 0, a join b = 1, b /= a'). The intended orthogonality is x <= y^perp (the tree's orthomodularEffectAlgebra, thesis B 175II.4); the two agree in Boolean algebras. ERRATA OAP 2.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 2|oap2_le_iff|Papers/OAP/Basic.lean|ok|route|With orthogonality repaired to x <= y^perp: the lattice order coincides with the EA order. No proof printed (cites basmaster Prop. 27).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 3|oap3_le_iff|Papers/OAP/Basic.lean|ok|route|[0,u]_G is the tree's orderIntervalEffectAlgebra (175II.2; u >= 0 is the print's "positive"); EA order = order of G. No proof printed. G abelian as printed.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 3|oap3_cstar|Papers/OAP/Basic.lean|ok|none|The C*-algebra case: [0,1]_C for a unital C*-algebra with its canonical order, as the G = C, u = 1 instance (the tree's effectsEffectAlgebra is stated for von Neumann algebras only, so not reused).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 4|oap4_boundedPoset|Papers/OAP/Basic.lean|ok|route|Only the first sentence ("an effect algebra is a bounded poset") is formalised; the rest of the remark (Kalmbach extension, Kalmbach monad, Eilenberg-Moore category) is cited literature and is not formalised.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 5|oap5_distrib|Papers/OAP/Basic.lean|ok|route|Definition point. The print's Distributivity is bi-additivity; the tree's 178II is the four-fold law. This row: tree => print (tree helpers emon_mul_ovee, emon_ovee_mul).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 5|EffectMonoid.ofBiadditive|Papers/OAP/Basic.lean|ok|none|print => tree: a unital associative bi-additive product gives the four-fold law, via a list-sum rearrangement. With the row above the two definitions coincide. Neither assumes commutativity.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 5|EffectMonoid.Commutative (tree)|Papers/OAP/Basic.lean|ok|none|"commutative": the tree's EffectMonoid.Commutative (178II) is exactly the print's definition.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 5|IsIdempotent|Papers/OAP/Basic.lean|ok|none|p^2 = p.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 5|idempotents|Papers/OAP/Basic.lean|ok|none|P(M), the set of idempotents.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 5|Orthogonal|Papers/OAP/Basic.lean|ok|none|a.b = b.a = 0.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 6|boolean_le_iff|Papers/OAP/Basic.lean|ok|route|EA order of a Boolean algebra (tree booleanEffectAlgebra, x perp y iff x meet y = 0) = lattice order. Implicit in the print.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 6|oap6_commutative|Papers/OAP/Basic.lean|ok|route|A Boolean algebra is a commutative EM with x.y = x meet y (tree booleanEffectMonoid, 178III.2).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 6|oap6_distrib|Papers/OAP/Basic.lean|ok|route|Converse, no proof printed. Ours: distributivity of meet over orthogonal joins gives a = (a meet b) join (a meet b^perp) for all a,b, hence b join c = b ovee (c meet b^perp) and full distributivity. Hypothesis stated in lattice terms (x <= y^perp), which is "meet distributes over ovee" for the repaired OAP 2 structure.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 6|oap6_booleanAlgebra|Papers/OAP/Basic.lean|ok|route|... so the OML is a Boolean algebra (same order, complement = orthocomplement).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 7|unitIntervalEffectMonoid|Papers/OAP/Basic.lean|ok|route|[0,1]_R for R a ring with Mathlib IsOrderedRing (partial order, translation invariant, products of positives positive, 0 <= 1 -- the last is needed for 1 to lie in [0,1] and is implicit in the print). Built with EffectMonoid.ofBiadditive. No proof printed.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 7|oap7_CX|Papers/OAP/Basic.lean|ok|route|[0,1]_{C(X)} = continuous functions X -> [0,1], and it is commutative. C(X) is taken real-valued (the print's complex C(X) has the same unit interval). X any topological space (the print: compact Hausdorff); the "non-commutative examples" sentence is a citation, not formalised.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 8|EMEmbedding|Papers/OAP/Basic.lean|ok|none|EM morphism = tree EffectMonoidHom (178II); embedding = order-reflecting.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 8|EMIsIso|Papers/OAP/Basic.lean|ok|none|Iso of EMs as a two-sided inverse EM morphism.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 8|oap8_isIso_iff|Papers/OAP/Basic.lean|ok|route|"an isomorphism of effect monoids is the same thing as a surjective embedding". No proof printed; inverse multiplicativity by injectivity.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 9|oap9_stone|Papers/OAP/Basic.lean|ok|route|B embeds into [0,1]_{C(X_B)}, X_B compact Hausdorff. The print cites the Stone representation; ours: X_B = Boolean homs B -> 2 (closed in 2^B, so compact Hausdorff), b ↦ indicator of {phi(b) = 1}; order reflection by the prime ideal theorem (Mathlib DistribLattice.prime_ideal_of_disjoint_filter_ideal). "B is isomorphic to the clopens of X_B" itself is not stated separately.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 10|(none: /-! -/ block, Basic.lean)|Papers/OAP/Basic.lean|ok|none|Interpretive remark with no mathematical content.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 11|prodEffectMonoid|Papers/OAP/Basic.lean|ok|route|Direct sum of EMs (EAs: tree prodEffectAlgebra, 175III). Instance via ofBiadditive.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 12|leftCorner|Papers/OAP/Basic.lean|ok|none|pM := range (p . -).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 12|cornerEffectAlgebra|Papers/OAP/Basic.lean|ok|route|EA structure of pM for idempotent p (closure under sums by OAP 23, a forward use). The complement (p.a)^perp := p.a^perp is computed at the representative a = x (x = p.x by OAP 19); representative-independence is corner_orth_mk.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 12|cornerEffectMonoid|Papers/OAP/Basic.lean|ok|route|pM is an EM with the product of M.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 12|corner_orth_mk|Papers/OAP/Basic.lean|ok|route|(p.a)^perp = p.a^perp for every representative a.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 12|oap12_rightCorner|Papers/OAP/Basic.lean|ok|route|"Analogous facts hold for the right corner Mp": Mp = pM by OAP 20.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 13|IsDirectedSet|Papers/OAP/Basic.lean|ok|none|Directed set: non-empty, upward directed.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 13|DirectedComplete|Papers/OAP/Basic.lean|ok|none|New Prop mixin (the tree has none).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 13|OmegaComplete|Papers/OAP/Basic.lean|ok|none|New Prop mixin; field = the print's "any increasing sequence has a supremum".|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 13|oap13_omegaComplete_iff|Papers/OAP/Basic.lean|ok|route|The "or equivalently" clause (countable directed sets have suprema). No proof printed; ours extracts a cofinal increasing sequence.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 13|DirectedComplete.omegaComplete|Papers/OAP/Basic.lean|ok|route|dc => omega-complete (instance).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 14|oap14_directedComplete_iff|Papers/OAP/Basic.lean|ok|route|Directed completeness via filtered infima, by the complement anti-isomorphism as the remark says.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 14|OmegaComplete.exists_isGLB|Papers/OAP/Basic.lean|ok|route|omega-version (decreasing sequences have infima), used by OAP 26.3; stated in the text after OAP 23 ("similarly for countable infima").|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 15|oap15_omega|Papers/OAP/Basic.lean|ok|route|omega-complete BA (increasing sequences have suprema) is an omega-complete EM (EA order = lattice order).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 15|oap15_complete|Papers/OAP/Basic.lean|ok|route|Complete BA is a directed-complete EM.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 16|BasicallyDisconnected|Papers/OAP/Basic.lean|ok|none|Every cozero set has open closure (Gillman-Jerison 1H).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 16|exists_isLUB_Icc|Papers/OAP/Basic.lean|ok|route|Helper: a non-empty family in [0,1]_{C(X)} has a supremum once each closure of union_f {f > r} is open; sup = x ↦ sup {r ; x in that closure}.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 16|oap16_extremally|Papers/OAP/Basic.lean|ok|route|Extremally disconnected (Mathlib ExtremallyDisconnected) => [0,1]_{C(X)} directed complete. No proof printed. Compact Hausdorff kept as hypotheses (unused).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 16|oap16_basically|Papers/OAP/Basic.lean|ok|route|Basically disconnected => omega-complete. The print cites GJ 3N.5; ours: union_n {f_n > r} is the cozero set of sum_n 2^-n clamp(f_n - r) (continuous_tsum).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 17|oap17|Papers/OAP/Basic.lean|ok|faithful|The tree's emon_mul_orth_comm proves it by the print's argument (cancel a^2).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 18|oap18|Papers/OAP/Basic.lean|ok|faithful|p = p^2 ovee p.p^perp.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 19|oap19|Papers/OAP/Basic.lean|ok|faithful|Stated as (pa = a iff ap = a) and (ap = a iff a <= p).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 20|oap20|Papers/OAP/Basic.lean|ok|faithful||row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 21|oap21|Papers/OAP/Basic.lean|ok|route|No proof printed. Map e ↦ (p.e, p^perp.e) into the product of the two corner EMs; bijective with inverse (x,y) ↦ x ovee y, order reflecting since e = p.e ovee p^perp.e; iso via oap8_isIso_iff.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 22|oap22_forcing|Papers/OAP/Basic.lean|ok|faithful|The print's "for some a' <= b'" hypotheses; existence of a ovee a' is implied and not assumed. The printed proof says "Since a<=a' and b<=b'" for "a<=b and a'<=b'" (typo, see ERRATA).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 23|oap23|Papers/OAP/Basic.lean|ok|faithful|(a ovee b).p^perp = a.p^perp ovee b.p^perp = 0, then OAP 19.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 24|oap24_1|Papers/OAP/Basic.lean|ok|faithful|Clause 1 (S non-empty in [0,x^perp]); proof = the order isomorphism [0,x^perp] -> [x,1] as printed.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 24|oap24_2|Papers/OAP/Basic.lean|ok|faithful|Clause 2.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 24|oap24_3|Papers/OAP/Basic.lean|differs|faithful|Clause 3 AS CORRECTED: premise "sup_s s minus x exists" (the print has inf). See oap24_3_false_as_printed and ERRATA OAP 24.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 24|oap24_3_false_as_printed|Papers/OAP/Basic.lean|differs|route|FALSE AS PRINTED: with the printed premise "inf_s (s minus x) exists" the clause fails for x = 0, S = {a1, a2} in the tree's Wright triangle (WrightTriangle.isInf_a1_a2, no_sup_a1_a2).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 24|oap24_4|Papers/OAP/Basic.lean|ok|faithful|Clause 4.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 24|oap24_5|Papers/OAP/Basic.lean|ok|faithful|Clause 5 (x minus - is an order-reversing iso of [0,x]).|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 24|oap24_6|Papers/OAP/Basic.lean|ok|faithful|Clause 6.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 25|oap25|Papers/OAP/Basic.lean|ok|faithful|Expansion of 1 = (a ovee a^perp)(a ovee a^perp) and OAP 17.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 26|oap26_1|Papers/OAP/Basic.lean|stronger|faithful|Point 1, stated for an omega-complete effect ALGEBRA (the print: effect monoid; the proof uses only the EA structure, and the commented-out source version at first.tex:917 is stated for EAs). Proof: a ovee sup na = sup (n+1)a = sup na, cancel.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 26|oap26_2|Papers/OAP/Basic.lean|ok|faithful|Point 2: a = a.a^perp so a perp a (OAP 25); (2^k a)^2 = 0 inductively; then point 1.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 26|oap26_3|Papers/OAP/Basic.lean|ok|faithful|Point 3, stated as IsGLB (range a^n) 0 (the infimum exists: decreasing sequence, OAP 14 omega-version). (2a)^n = 2^n a^n, b <= a^n so 2^n b exists; point 1.|row added 2026-09-26 (OAP phase 1, Basic.lean compiled exit 0, no sorry)
OAP 64|oap64_yosida|Papers/OAP/Yosida.lean|stronger|none|The paper cites Yosida without proof. Route: B. Westerbaan, Yosida duality (arXiv:1612.03327) - Riesz ideals, a maximal ideal missing 1 by Zorn with V/M totally ordered via the perp ideal of x+, the induced functional read off as a cut inf{r / x <= r1 mod M} (no quotient type), separation for v not<= 0; Phi = binary-sup-preserving unital linear functionals as a closed subset of a Tychonoff box in R^V (compact, T2); surjectivity by Mathlib lattice Stone-Weierstrass (ContinuousMap.sublattice_closure_eq_top) plus completeness. Norm-completeness is OUSNormComplete (sequential Cauchy completeness in the order-unit norm, stated with the order). Stronger: also unital, preserves sup/inf, isometric; bundled as yosidaLinearEquiv and yosidaOrderIso. Theorem not in Mathlib.|row added 2026-09-26 (OAP 64, Yosida.lean compiled exit 0, no sorry, 708 lines)
OAP 27|HasOSum|Papers/OAP/FloorCeiling.lean|ok|none|Definition: every finite sub-sum (HasFinsetSum, any order without repetition; well defined by 174IV permutation invariance) exists and s is the sup of the finite sub-sums. Arbitrary index type.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 27|oap27_nat|Papers/OAP/FloorCeiling.lean|ok|route|For sequences the definition agrees with HasSeqSum (all partial sums x_0+...+x_{N-1} exist, s their sup), the working notion of the file. Not stated in the print (it is used tacitly in OAP 29, 33, 37, 40).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 28|oap28|Papers/OAP/FloorCeiling.lean|ok|faithful|IsSumOf of the list [a^perp, a^perp a, ..., a^perp a^{N-1}] = (a^N)^perp, every N. Proof: the printed telescoping 1 = (sum_{n<N} a^perp a^n) + a^N by induction (psum_orth_mul_pow).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 29|oap29|Papers/OAP/FloorCeiling.lean|ok|faithful|No proof printed; partial sums are (a^N)^perp (OAP 28), increasing, omega-completeness.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 30|ceil|Papers/OAP/FloorCeiling.lean|ok|none|ceil a := seqSum of a (a^perp)^n (junk 0 when the sum does not exist); oap30_ceil: in an omega-complete EM it is the OAP 27 sum.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 30|floor|Papers/OAP/FloorCeiling.lean|ok|none|floor a := inf of a^n (junk 0 when absent); oap30_floor: it exists and is the inf in an omega-complete EM.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 31|oap31|Papers/OAP/FloorCeiling.lean|ok|route|Stated as IsGLB (range a^perp a^n) 0 (the inf exists: decreasing). The print shows n(a^perp a^{n-1}) exists by a binomial expansion of (a^perp + a)^n; ours takes b <= a^perp a^k for k < n and the partial sum of OAP 28 to get nb <= (a^n)^perp (isNSum_of_le_psum), then OAP 26.1. Same idea, no binomial theorem needed.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 32|oap32|Papers/OAP/FloorCeiling.lean|ok|faithful|floor a . a^perp <= a^n a^perp = a^perp a^n (pow_orth_comm, from OAP 17), so <= inf = 0 (OAP 31); likewise a^perp . floor a = 0.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 33|oap33|Papers/OAP/FloorCeiling.lean|ok|faithful|Hypothesis "sum b_n exists" as HasOSum (OAP 27), indices from 0. Proof as printed via partial sums s_N = a^perp s_N (mul_eq_zero_of_hasSeqSum).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 34|oap34|Papers/OAP/FloorCeiling.lean|ok|faithful|a b (b^perp)^n = 0 for all n, then OAP 33.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 35|oap35_1|Papers/OAP/FloorCeiling.lean|ok|faithful|Point 1 as IsGreatest {p / p*p = p, p <= a} (floor a). Idempotent via floor a . a^perp = 0, OAP 34 and point 3; greatest via p = p^n <= a^n.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 35|oap35_2|Papers/OAP/FloorCeiling.lean|ok|faithful|Point 2 as IsLeast {p / p*p = p, a <= p} (ceil a); by duality from point 1 (ceil a = (floor a^perp)^perp).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 35|oap35_3|Papers/OAP/FloorCeiling.lean|ok|faithful|Point 3: the partial sums of ceil a are ((a^perp)^N)^perp (OAP 28), so ceil(a)^perp is the inf of (a^perp)^N.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 36|oap36|Papers/OAP/FloorCeiling.lean|ok|faithful|IsLUB {ceil a, ceil b} (ceil (a + b)) for a perp b; proof as printed (through floor u and OAP 23).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 37|oap37|Papers/OAP/FloorCeiling.lean|ok|faithful|Sequences indexed from 0 (infSeq, infTerm; the print starts at 1). States: the sum exists (HasOSum) and is IsGLB {a,b}; and (a^perp meet b^perp)^perp is IsLUB {a,b}. Proof as printed: psum + a_N = a and psum + b_N = b by induction; inf a_m = a minus sum via OAP 24.5; (inf a_n)(inf b_m) = 0 via OAP 26.1; p = ceil(inf b_m) and the p/p^perp split. "M is a lattice": emLattice (a def, not an instance).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 38|oap38_sup|Papers/OAP/FloorCeiling.lean|ok|faithful|Suprema: for x in [a,b], x is the sup of S in the subtype [a,b] (Mathlib subtype order) iff in M; and existence in M iff in [a,b]. Proof via b meet u (OAP 37).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 38|oap38_inf|Papers/OAP/FloorCeiling.lean|ok|faithful|Infima ("similar reasoning"): via a join u.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 39|oap39_1|Papers/OAP/FloorCeiling.lean|ok|faithful|Point 1: existence iff, and a + sup S = sup (a + S). Forward is OAP 24.1; backward: j - a is the sup of S in [0,a^perp] through the order iso a + (.), then OAP 38.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 39|oap39_2|Papers/OAP/FloorCeiling.lean|ok|faithful|Point 2: forward a + inf S is the inf of a + S in [a,1] (order iso), then OAP 38; backward is OAP 24.2.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 40|odiv|Papers/OAP/FloorCeiling.lean|ok|none|odiv a b := seqSum of a (b^perp)^n (junk when absent).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 40|oap40|Papers/OAP/FloorCeiling.lean|ok|faithful|For a <= b the sum exists (HasOSum) and a/b <= ceil b, the printed reason (termwise below the ceiling series).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 41|oap41_1|Papers/OAP/FloorCeiling.lean|ok|none|b/b = ceil b holds by definition (same series); the print leaves it to the reader.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 41|oap41_2|Papers/OAP/FloorCeiling.lean|ok|route|Left to the reader in the print. Ours: termwise sums of partial sums (psum_oplus) and sups of increasing sequences add (isLUB_oplus_of_monotone, two uses of OAP 24.1).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 41|oap41_3|Papers/OAP/FloorCeiling.lean|ok|faithful|(a b)/b <= a ceil b and (a^perp b)/b <= a^perp ceil b, sum = ceil b, forcing (OAP 22).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 41|oap41_4|Papers/OAP/FloorCeiling.lean|ok|faithful|a <= (a/b) b and (b - a) <= ((b - a)/b) b, then forcing, as printed.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 41|oap41_5|Papers/OAP/FloorCeiling.lean|ok|faithful|range (. * b) = Iic b; mirror oap41_5' (bM = [0,b]) via the opposite effect monoid.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 41|oap41_6|Papers/OAP/FloorCeiling.lean|ok|faithful|M ceil b = [0, ceil b] and Mb = [0,b] (point 5), and order isos [0,ceil b] -> [0,b] given by x -> x b (inverse a/b, mulRightIso) and x -> b x (inverse the mirror division b\a, mulLeftIso). b\a is odiv in EMOp M, the opposite effect monoid (same effect algebra, reversed product), so the "entirely similar lines" are literally the same proof instantiated at EMOp M.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 42|oap42_divisoid|Papers/OAP/FloorCeiling.lean|ok|none|First sentence: an omega-complete EM is an effect divisoid in the tree's sense (Theses.B.Eff.EffectDivisoid, thesis B 195II), with div a b := b\a (the thesis' division satisfies b (a/b) = a, the mirror of the paper's a/b). No proof printed ("from the previous lemma"); axioms from OAP 41 in EMOp M. The second claim (the converse is false: a non-commutative effect divisoid from Cho's thesis Ex. 4.3.9, plus OAP 70) is cited, not formalised.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 43|oap43_1|Papers/OAP/FloorCeiling.lean|ok|route|Point 1, S non-empty: IsLUB S m gives IsLUB {b s b'} (b m b'). Right multiplication proved (isLUB_mul_right) and the left case taken from EMOp M; the print proves the left case and leaves the rest to the reader. Proof as printed (c = b + ceil(b)^perp has ceil c = 1 by OAP 36, c(.) an order iso onto [0,c], OAP 38) except for a gap: the printed chain uses sup_s b s before its existence is known; repaired by replacing an upper bound u of bS by u meet (sup S) b (OAP 37) and cancelling (see ERRATA).|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
